Year,Afghanistan,Africa,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthlemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Western Sahara,World,Yemen,Zambia,Zimbabwe
1843,3634711.0,103982621.0,484542.0,2802863.0,,3120.0,2193299.0,,37000.0,856507.0,510004.0,,815829283.0,469223.0,3784847.0,1085786.0,27847.0,64474.0,22048263.0,120798.0,2905943.0,4187679.0,25797.0,752057.0,,349633.0,1304584.0,,981084.0,102747.0,6479457.0,,3646.0,2423227.0,1806465.0,1269760.0,2201509.0,2522929.0,1905491.0,71026.0,,797733.0,1732913.0,,1245676.0,412000000.0,1971062.0,59127.0,454094.0,,96052.0,1046345.0,1502259.0,1058675.0,,185255.0,6509405.0,7378527.0,1398265.0,35391.0,22427.0,130111.0,728067.0,4811313.0,334283.0,101061.0,526866.0,440641.0,68636.0,16701717.0,268466616.0,,,139094.0,1494947.0,35329405.0,,,256794.0,109951.0,1322964.0,31891972.0,1989157.0,,2854783.0,,32125.0,,,746687.0,1018065.0,212271.0,106250.0,882783.0,280523.0,30021.0,4904175.0,57593.0,229258134.0,20576763.0,7269421.0,1211484.0,7880357.0,,209954.0,23386055.0,383482.0,31763853.0,278196.0,2518745.0,3231164.0,19972.0,81280.0,654392.0,584558.0,858676.0,391865.0,197183.0,326140.0,261300.0,6833.0,1091403.0,183814.0,,2371174.0,1854739.0,459514.0,48527.0,1478800.0,153734.0,9892.0,,308157.0,132034.0,,7224485.0,18341.0,879228.0,10274.0,641078.0,181317.0,,2809496.0,3928975.0,3828243.0,129064.0,1871.0,4237288.0,2948178.0,,,75529.0,268404.0,962552.0,13189309.0,,32945355.0,4420590.0,479428.0,,1284663.0,1675779.0,339673.0,14723440.0,4329.0,166336.0,103236.0,761481.0,284283.0,2469163.0,3243308.0,12348310.0,3737284.0,,14092.0,,7591502.0,38723660.0,1351742.0,,,25459.0,24000.0,,,28958.0,46955.0,6559.0,26743.0,2201212.0,949349.0,2049683.0,13572.0,782317.0,48431.0,,2330892.0,574611.0,72997.0,1347891.0,2577811.0,16886583.0,9509790.0,1168887.0,14218084.0,1926771.0,4544299.0,84152.0,,3221400.0,2266659.0,1444611.0,2152021.0,575775.0,4762162.0,5092406.0,185738.0,491751.0,,18500.0,74813.0,1052034.0,10831299.0,453108.0,,2792.0,2733196.0,13838834.0,40153.0,26875131.0,19111919.0,,107703.0,2368057.0,34803.0,905.0,1249679.0,6124324.0,,,1239786237.0,2703842.0,1433256.0,746417.0
1844,3650971.0,105146559.0,486722.0,2807921.0,,3142.0,2225576.0,,37000.0,887839.0,514685.0,,817471957.0,486665.0,3808031.0,1095750.0,27869.0,64474.0,22141911.0,122866.0,2932610.0,4224094.0,25809.0,757526.0,,347887.0,1314292.0,,987128.0,102357.0,6582462.0,,3721.0,2434055.0,1812860.0,1288948.0,2206490.0,2556568.0,1979572.0,71779.0,,815572.0,1740616.0,,1267965.0,412000000.0,1984228.0,59251.0,461401.0,,96745.0,1044548.0,1515485.0,1076032.0,,185275.0,6553781.0,7493836.0,1412250.0,36071.0,22571.0,132275.0,740051.0,4927638.0,338648.0,102072.0,548897.0,445971.0,68277.0,16938843.0,270056462.0,,,138793.0,1513299.0,35473515.0,,,262253.0,110251.0,1335105.0,32150762.0,1987996.0,,2881111.0,,32249.0,,,760677.0,1019574.0,212018.0,109126.0,890477.0,289574.0,30882.0,4940104.0,57792.0,230181987.0,20761463.0,7301943.0,1216916.0,7729095.0,,209954.0,23536678.0,385663.0,31797486.0,281216.0,2541859.0,3248293.0,20068.0,81280.0,660397.0,590126.0,872754.0,394699.0,194308.0,326699.0,262606.0,6882.0,1107533.0,185100.0,,2406757.0,1894957.0,469006.0,48814.0,1482169.0,154651.0,10122.0,,305267.0,138160.0,,7285497.0,18429.0,887296.0,10398.0,642056.0,184170.0,,2814855.0,4037662.0,3842904.0,127353.0,1873.0,4253497.0,2969150.0,,,77452.0,272716.0,967614.0,13238784.0,,33731492.0,4423906.0,483649.0,,1299499.0,1696705.0,340648.0,14771926.0,4350.0,166599.0,103986.0,761769.0,292892.0,2582642.0,3293691.0,12439465.0,3748433.0,,14092.0,,7648618.0,39081262.0,1373990.0,,,25897.0,24000.0,,,29105.0,46947.0,6610.0,26932.0,2206133.0,946800.0,2045545.0,13620.0,781802.0,49450.0,,2339535.0,579670.0,73786.0,1365491.0,2635403.0,17216742.0,9514812.0,1174095.0,14312822.0,1965894.0,4564547.0,84305.0,,3254769.0,2282393.0,1449480.0,2158875.0,581059.0,4857336.0,5111849.0,188195.0,493843.0,,18500.0,75534.0,1060492.0,10865482.0,457266.0,,2806.0,2764598.0,13965828.0,40153.0,26918625.0,19696730.0,,110892.0,2389788.0,35145.0,905.0,1260048.0,6106414.0,,,1245319917.0,2708766.0,1455134.0,734343.0
1845,3667305.0,106331394.0,488912.0,2812989.0,,3165.0,2258329.0,,37000.0,920317.0,519408.0,,819127627.0,504755.0,3831357.0,1105805.0,27891.0,64474.0,22235957.0,124969.0,2959521.0,4260826.0,25821.0,763036.0,,346150.0,1324072.0,,993210.0,101968.0,6687103.0,,3798.0,2444932.0,1819278.0,1308426.0,2211481.0,2590655.0,2056533.0,72540.0,,833810.0,1748353.0,,1290653.0,412000000.0,1997482.0,59375.0,468826.0,,97442.0,1042754.0,1528827.0,1093673.0,,185295.0,6598460.0,7610947.0,1426375.0,36763.0,22715.0,134476.0,752233.0,5046776.0,343070.0,103093.0,571850.0,451366.0,67920.0,17179337.0,271662834.0,,,138493.0,1531877.0,35618212.0,,,267828.0,110552.0,1347356.0,32411652.0,1986836.0,,2907682.0,,32373.0,,,774928.0,1021086.0,211766.0,112080.0,898238.0,298917.0,31863.0,4976296.0,57992.0,231109563.0,20951238.0,7334610.0,1222373.0,7580737.0,,209954.0,23688271.0,387857.0,31831155.0,284268.0,2565185.0,3265513.0,20165.0,81280.0,666458.0,595746.0,887062.0,397553.0,191475.0,327259.0,263920.0,6931.0,1123901.0,186396.0,,2442874.0,1936047.0,478694.0,49102.0,1485545.0,155574.0,10357.0,,302404.0,144571.0,,7347024.0,18518.0,895439.0,10524.0,643035.0,187068.0,,2820225.0,4149355.0,3857621.0,125666.0,1874.0,4269769.0,2990272.0,,,79423.0,277096.0,972702.0,13288445.0,,34540056.0,4427225.0,487907.0,,1314507.0,1718344.0,341625.0,14820571.0,4371.0,166929.0,104742.0,762057.0,301763.0,2701335.0,3344857.0,12531294.0,3759616.0,,14092.0,,7706163.0,39442165.0,1396603.0,,,26342.0,24000.0,,,29252.0,46939.0,6661.0,27123.0,2211065.0,944259.0,2041416.0,13668.0,781287.0,50489.0,,2348210.0,584773.0,74583.0,1383320.0,2694282.0,17556173.0,9519837.0,1179326.0,14408192.0,2005813.0,4584885.0,84457.0,,3288483.0,2298235.0,1454366.0,2165752.0,586391.0,4954412.0,5131366.0,190685.0,495945.0,,18500.0,76262.0,1069019.0,10899773.0,461462.0,,2819.0,2796360.0,14093986.0,40153.0,26962189.0,20299435.0,,114176.0,2411718.0,35490.0,905.0,1270502.0,6088557.0,,,1250936428.0,2713700.0,1477346.0,722465.0
1846,3683711.0,107537534.0,491112.0,2818065.0,,3187.0,2291563.0,,37000.0,953983.0,524174.0,,820796452.0,523518.0,3854826.0,1115953.0,27912.0,64474.0,22330402.0,127109.0,2986679.0,4297878.0,25833.0,768586.0,,344421.0,1333925.0,,999329.0,101581.0,6793409.0,,3877.0,2455857.0,1825719.0,1328199.0,2216484.0,2625197.0,2136487.0,73310.0,,852456.0,1756124.0,,1313747.0,412000000.0,2010824.0,59500.0,476371.0,,98145.0,1040964.0,1542286.0,1111603.0,,185315.0,6643444.0,7729889.0,1440642.0,37469.0,22861.0,136713.0,764616.0,5168794.0,347550.0,104124.0,595763.0,456826.0,67565.0,17423244.0,273285789.0,,,138193.0,1550683.0,35763500.0,,,273521.0,110853.0,1359721.0,32674660.0,1985677.0,,2934497.0,,32497.0,,,789447.0,1022600.0,211514.0,115113.0,906067.0,308561.0,32971.0,5012754.0,58192.0,232040877.0,21146172.0,7367423.0,1227854.0,7435227.0,,209954.0,23840841.0,390063.0,31864860.0,287354.0,2588724.0,3282824.0,20263.0,81280.0,672573.0,601421.0,901605.0,400428.0,188684.0,327820.0,265239.0,6980.0,1140512.0,187700.0,,2479533.0,1978029.0,488583.0,49392.0,1488929.0,156502.0,10598.0,,299568.0,151279.0,,7409071.0,18608.0,903656.0,10651.0,644015.0,190012.0,,2825605.0,4264137.0,3872395.0,124001.0,1876.0,4286102.0,3011544.0,,,81444.0,281547.0,977817.0,13338293.0,,35371745.0,4430546.0,492202.0,,1329687.0,1740729.0,342606.0,14869377.0,4392.0,167327.0,105504.0,762345.0,310902.0,2825484.0,3396818.0,12623800.0,3770833.0,,14092.0,,7764141.0,39806402.0,1419588.0,,,26794.0,24000.0,,,29401.0,46931.0,6713.0,27315.0,2216008.0,941724.0,2037294.0,13716.0,780772.0,51551.0,,2356917.0,589921.0,75389.0,1401383.0,2754476.0,17905214.0,9524865.0,1184581.0,14504197.0,2046541.0,4605314.0,84610.0,,3322547.0,2314188.0,1459269.0,2172653.0,591772.0,5053427.0,5150958.0,193207.0,498055.0,,18500.0,76997.0,1077615.0,10934172.0,465697.0,,2833.0,2828487.0,14223321.0,40153.0,27005824.0,20920583.0,,117557.0,2433850.0,35839.0,905.0,1281044.0,6070752.0,,,1256637463.0,2718643.0,1499896.0,710779.0
1847,3700191.0,108765412.0,493321.0,2823150.0,,3210.0,2325287.0,,37000.0,988880.0,528984.0,,822478578.0,542978.0,3878438.0,1126193.0,27934.0,64474.0,22425248.0,129285.0,3014087.0,4335251.0,25845.0,774176.0,,342701.0,1343851.0,,1005485.0,101196.0,6901404.0,,3957.0,2466832.0,1832182.0,1348270.0,2221499.0,2660200.0,2219548.0,74087.0,,871518.0,1763930.0,,1337254.0,412000000.0,2024256.0,59624.0,484037.0,,98852.0,1039176.0,1555864.0,1129828.0,,185335.0,6688734.0,7850689.0,1455051.0,38188.0,23008.0,138987.0,777202.0,5293763.0,352088.0,105166.0,620675.0,462351.0,67211.0,17670615.0,274925387.0,,,137894.0,1569719.0,35909381.0,,,279336.0,111156.0,1372198.0,32939801.0,1984519.0,,2961561.0,,32622.0,,,804237.0,1024116.0,211262.0,118229.0,913964.0,318517.0,34218.0,5049479.0,58393.0,232975944.0,21346348.0,7400383.0,1233360.0,7292509.0,,209954.0,23994393.0,392281.0,31898600.0,290473.0,2612480.0,3300228.0,20361.0,81280.0,678745.0,607149.0,916386.0,403324.0,185933.0,328382.0,266566.0,7030.0,1157368.0,189014.0,,2516742.0,2020921.0,498675.0,49684.0,1492320.0,157436.0,10845.0,,296758.0,158299.0,,7471641.0,18698.0,911948.0,10780.0,644997.0,193002.0,,2830995.0,4382095.0,3887225.0,122358.0,1877.0,4302498.0,3032967.0,,,83517.0,286069.0,982959.0,13388327.0,,36227256.0,4433869.0,496535.0,,1345043.0,1763881.0,343589.0,14918344.0,4414.0,167793.0,106271.0,762633.0,320318.0,2955338.0,3449585.0,12716989.0,3782083.0,,14092.0,,7822556.0,40174002.0,1442952.0,,,27254.0,24000.0,,,29550.0,46923.0,6765.0,27509.0,2220962.0,939196.0,2033181.0,13764.0,780258.0,52634.0,,2365657.0,595115.0,76204.0,1419681.0,2816015.0,18264206.0,9529896.0,1189859.0,14600842.0,2088097.0,4625834.0,84764.0,,3356964.0,2330251.0,1464188.0,2179577.0,597203.0,5154422.0,5170624.0,195763.0,500175.0,,18500.0,77738.0,1086279.0,10968679.0,469970.0,,2846.0,2860983.0,14353843.0,40153.0,27049530.0,21560737.0,,121038.0,2456184.0,36191.0,905.0,1291672.0,6052999.0,,,1262424720.0,2723595.0,1522791.0,699282.0
1848,3716745.0,110015469.0,495541.0,2828245.0,,3232.0,2359507.0,,37000.0,1025054.0,533838.0,,824174181.0,563161.0,3902195.0,1136528.0,27956.0,64474.0,22520497.0,131498.0,3041746.0,4372950.0,25857.0,779807.0,,340990.0,1353851.0,,1011680.0,100811.0,7011116.0,,4039.0,2477855.0,1838668.0,1368645.0,2226524.0,2695669.0,2305839.0,74873.0,,891007.0,1771771.0,,1361181.0,412000000.0,2037777.0,59749.0,491826.0,,99565.0,1037392.0,1569561.0,1148351.0,,185355.0,6734333.0,7973377.0,1469604.0,38921.0,23155.0,141299.0,789995.0,5421753.0,356686.0,106218.0,646630.0,467944.0,66859.0,17921498.0,276581686.0,,,137595.0,1588989.0,36055856.0,,,285274.0,111459.0,1384790.0,33207094.0,1983361.0,,2988873.0,,32748.0,,,819305.0,1025634.0,211010.0,121429.0,921930.0,328794.0,35613.0,5086472.0,58595.0,233914779.0,21551854.0,7433490.0,1238890.0,7152531.0,,209954.0,24148934.0,394512.0,31932376.0,293626.0,2636454.0,3317723.0,20459.0,81280.0,684974.0,612932.0,931409.0,406240.0,183222.0,328945.0,267899.0,7080.0,1174473.0,190336.0,,2554510.0,2064743.0,508977.0,49977.0,1495719.0,158375.0,11097.0,,293975.0,165644.0,,7534741.0,18788.0,920317.0,10910.0,645981.0,196039.0,,2836395.0,4503316.0,3902112.0,120736.0,1879.0,4318957.0,3054543.0,,,85642.0,290664.0,988128.0,13438550.0,,37107333.0,4437195.0,500906.0,,1360577.0,1787826.0,344576.0,14967472.0,4435.0,168328.0,107043.0,762921.0,330019.0,3091160.0,3503173.0,12810865.0,3793366.0,,14092.0,,7881410.0,40544997.0,1466700.0,,,27723.0,24000.0,,,29699.0,46915.0,6817.0,27704.0,2225927.0,936675.0,2029076.0,13812.0,779744.0,53741.0,,2374429.0,600354.0,77028.0,1438218.0,2878929.0,18633510.0,9534929.0,1195161.0,14698130.0,2130497.0,4646445.0,84917.0,,3391737.0,2346426.0,1469124.0,2186525.0,602683.0,5257435.0,5190366.0,198353.0,502303.0,,18500.0,78488.0,1095014.0,11003295.0,474283.0,,2860.0,2893853.0,14485563.0,40153.0,27093306.0,22220480.0,,124622.0,2478724.0,36546.0,905.0,1302389.0,6035298.0,,,1268300005.0,2728556.0,1546036.0,687971.0
1849,3734342.0,111156406.0,498261.0,2838059.0,,3255.0,2390443.0,,37000.0,1058278.0,538737.0,,825175177.0,589474.0,3926782.0,1146957.0,28100.0,64474.0,22616151.0,133606.0,3069659.0,4408894.0,25869.0,784933.0,,339287.0,1363043.0,,1017912.0,100707.0,7121679.0,,4123.0,2487540.0,1844607.0,1386758.0,2231561.0,2726839.0,2391522.0,75667.0,,906867.0,1778415.0,,1385146.0,411271706.0,2059759.0,59919.0,498107.0,,100488.0,1037413.0,1583379.0,1167205.0,,185375.0,6780242.0,8073221.0,1485029.0,39512.0,23304.0,143911.0,802087.0,5536835.0,361478.0,107193.0,667809.0,473604.0,66713.0,18175943.0,278267428.0,,,137288.0,1606635.0,36192055.0,,,290431.0,111836.0,1397498.0,33466493.0,1984621.0,,3016425.0,,32828.0,,,833518.0,1027878.0,210936.0,124397.0,930251.0,337648.0,37167.0,5123254.0,58908.0,234833664.0,21762774.0,7468693.0,1244113.0,7018882.0,,210299.0,24304454.0,397105.0,31982941.0,295802.0,2660647.0,3335780.0,20558.0,81280.0,691260.0,618770.0,946679.0,409178.0,181429.0,329726.0,269239.0,7130.0,1191830.0,191594.0,,2586526.0,2099962.0,519506.0,50272.0,1499043.0,159320.0,11355.0,,291990.0,173773.0,,7607082.0,18879.0,928762.0,11043.0,646966.0,199124.0,,2846471.0,4601598.0,3917062.0,119685.0,1881.0,4335485.0,3076130.0,,,88066.0,294719.0,993325.0,13489183.0,,38015252.0,4440524.0,505316.0,,1376908.0,1818155.0,345565.0,15016761.0,4456.0,168932.0,108195.0,763209.0,338219.0,3181932.0,3558672.0,12920301.0,3806009.0,,14092.0,,7939705.0,40919417.0,1486156.0,,,28199.0,24057.0,,,29858.0,46843.0,6870.0,27901.0,2230903.0,935779.0,2024980.0,13860.0,780112.0,54865.0,,2383233.0,605639.0,77861.0,1453143.0,2935885.0,18962516.0,9541015.0,1200486.0,14790851.0,2157803.0,4667148.0,85071.0,,3426618.0,2361968.0,1474076.0,2193497.0,608214.0,5339559.0,5211387.0,200977.0,504617.0,,18506.0,79434.0,1104277.0,11038021.0,478635.0,,2874.0,2922666.0,14618491.0,40153.0,27161567.0,22899875.0,,128952.0,2501470.0,36905.0,905.0,1313953.0,6055374.0,,,1273394934.0,2733526.0,1565083.0,680342.0
1850,3752993.0,112295370.0,501490.0,2852648.0,3927.0,3278.0,2418020.0,3071.0,37000.0,1088372.0,543681.0,2720.0,825489039.0,622584.0,3952208.0,1157483.0,28369.0,64474.0,22712211.0,135605.0,3097828.0,4443056.0,25881.0,789547.0,,337593.0,1371417.0,,1024184.0,100884.0,7233093.0,,4208.0,2495877.0,1849996.0,1402560.0,2236610.0,2753631.0,2476448.0,76470.0,,919016.0,1783856.0,,1409141.0,409821554.0,2090483.0,60133.0,502855.0,,101627.0,1039249.0,1597319.0,1186396.0,,185395.0,6826465.0,8149850.0,1501343.0,39961.0,23453.0,146835.0,813456.0,5638537.0,366470.0,108091.0,684015.0,479333.0,66771.0,18434000.0,279988343.0,4841.0,1832.0,136971.0,1622623.0,36317907.0,8883.0,,294784.0,112288.0,1410322.0,33717866.0,1988311.0,,3044219.0,7082.0,32863.0,155092.0,,846846.0,1030853.0,211038.0,127122.0,938934.0,345020.0,38893.0,5159819.0,59333.0,235732435.0,21979198.0,7506013.0,1249026.0,6891380.0,,210992.0,24460960.0,400065.0,32050374.0,296997.0,2685063.0,3354404.0,20657.0,81280.0,697603.0,624664.0,962199.0,412137.0,180549.0,330726.0,270585.0,7181.0,1209445.0,192785.0,,2612685.0,2126398.0,530268.0,50569.0,1502290.0,160270.0,11618.0,140190.0,290798.0,182748.0,200.0,7688866.0,18970.0,937285.0,11176.0,647952.0,202257.0,10956.0,2861280.0,4676306.0,3932075.0,119203.0,1882.0,4352082.0,3097727.0,21040.0,46844.0,90807.0,298221.0,998548.0,13540231.0,,39757627.0,4443855.0,509765.0,,1394054.0,1906318.0,346557.0,15066213.0,4478.0,169606.0,109736.0,763498.0,344865.0,3227122.0,3616131.0,13045605.0,3820021.0,440819.0,14092.0,109100.0,7997430.0,41297296.0,1501243.0,,,28683.0,24171.0,,4420.0,30026.0,46707.0,6923.0,28098.0,2235890.0,936513.0,2020891.0,13909.0,781365.0,56006.0,,2392070.0,610971.0,78702.0,1464409.0,2986678.0,19261473.0,9548156.0,1205835.0,14878948.0,2169961.0,4687944.0,85225.0,799.0,3461607.0,2376868.0,1479045.0,2200492.0,613795.0,5400400.0,5233697.0,203636.0,507119.0,,18517.0,80585.0,1114077.0,11072856.0,483028.0,215.0,2888.0,2947359.0,14752639.0,40153.0,27254502.0,23599506.0,20416.0,134084.0,2524425.0,37268.0,905.0,1326378.0,6114191.0,,771.0,1278698170.0,2738504.0,1579865.0,676370.0
1851,3769828.0,112846162.0,505377.0,2871698.0,,3301.0,2445639.0,,36993.0,1115037.0,548544.0,,825140598.0,663068.0,3978557.0,1168138.0,28805.0,64460.0,22749214.0,137492.0,3126490.0,4475312.0,25905.0,795146.0,,336081.0,1381051.0,,1030375.0,101336.0,7346153.0,,4297.0,2502864.0,1856960.0,1414726.0,2241608.0,2774418.0,2559499.0,77487.0,,927503.0,1788815.0,,1434889.0,407685621.0,2131116.0,60453.0,506205.0,,103122.0,1043507.0,1611515.0,1206388.0,,185406.0,6870309.0,8202274.0,1518601.0,40256.0,23599.0,150094.0,824467.0,5720998.0,372365.0,108939.0,692106.0,485113.0,67033.0,18425864.0,281713860.0,,,136630.0,1636889.0,36422807.0,,,298385.0,112875.0,1423236.0,33970411.0,1993031.0,,3072718.0,,32849.0,,,859858.0,1036884.0,211524.0,129487.0,948501.0,351237.0,40809.0,5195874.0,59869.0,236722812.0,22178012.0,7549347.0,1255689.0,6768411.0,,211935.0,24614425.0,403464.0,32129584.0,296612.0,2708993.0,3373237.0,20751.0,81301.0,703926.0,629799.0,977815.0,414951.0,180476.0,332560.0,272327.0,7234.0,1227382.0,193899.0,,2631333.0,2144614.0,540811.0,50805.0,1514726.0,161240.0,11907.0,,290121.0,192674.0,,7778189.0,19069.0,945776.0,11324.0,648852.0,205393.0,,2880727.0,4722704.0,3941980.0,119391.0,1884.0,4366372.0,3119005.0,,,93875.0,301953.0,1001752.0,13614323.0,,39932370.0,4455054.0,514429.0,,1412035.0,1905382.0,347157.0,15104030.0,4500.0,170395.0,111617.0,768805.0,349896.0,3226748.0,3668773.0,13182802.0,3835328.0,,14084.0,,8053331.0,41673909.0,1511974.0,,,29193.0,24361.0,,,30204.0,46505.0,6975.0,28297.0,2234307.0,938504.0,2017086.0,13977.0,784110.0,57155.0,,2400435.0,616399.0,79362.0,1471869.0,3035318.0,19505739.0,9546011.0,1216866.0,14962373.0,2168627.0,4693378.0,85406.0,,3496773.0,2390857.0,1483349.0,2206523.0,619313.0,5439040.0,5259565.0,206109.0,510194.0,,18543.0,81970.0,1124891.0,11108760.0,487419.0,,2902.0,2967590.0,14890379.0,40127.0,27376152.0,24334712.0,,140116.0,2546920.0,37581.0,905.0,1341373.0,6211082.0,,,1281044111.0,2742221.0,1589176.0,675951.0
1852,3787706.0,113385258.0,509789.0,2895631.0,,3324.0,2469804.0,,36987.0,1138181.0,553450.0,,824118722.0,711848.0,4005766.0,1178892.0,29373.0,64446.0,22786122.0,139263.0,3155417.0,4505727.0,25930.0,800236.0,,334575.0,1389867.0,,1036603.0,102074.0,7460087.0,,4389.0,2508488.0,1863377.0,1424460.0,2246618.0,2790643.0,2641411.0,78518.0,,932108.0,1792560.0,,1460713.0,404840117.0,2181121.0,60819.0,507973.0,,104847.0,1049606.0,1625838.0,1226743.0,,185417.0,6914435.0,8230718.0,1536786.0,40402.0,23746.0,153690.0,834719.0,5788954.0,378489.0,109706.0,694751.0,490962.0,67503.0,18417728.0,283474669.0,,,136280.0,1649431.0,36517158.0,,,301139.0,113539.0,1436267.0,34214795.0,2000193.0,,3101471.0,,32789.0,,,871940.0,1043676.0,212189.0,131582.0,958452.0,355859.0,42924.0,5231698.0,60521.0,237693556.0,22382033.0,7594883.0,1262051.0,6651288.0,,213229.0,24768837.0,407243.0,32225790.0,295240.0,2733135.0,3392645.0,20844.0,81322.0,710307.0,634975.0,993684.0,417783.0,181306.0,334622.0,274083.0,7286.0,1245586.0,194946.0,,2643892.0,2153676.0,551579.0,51041.0,1527123.0,162215.0,12202.0,,290229.0,203588.0,,7877313.0,19168.0,954343.0,11474.0,649752.0,208577.0,,2905018.0,4744163.0,3951910.0,120146.0,1885.0,4380713.0,3140287.0,,,97295.0,305119.0,1004962.0,13689008.0,,40943667.0,4466267.0,519135.0,,1430868.0,1963814.0,347758.0,15141933.0,4523.0,171276.0,113910.0,774115.0,353259.0,3179501.0,3723246.0,13336399.0,3852025.0,,14077.0,,8108622.0,42053957.0,1518183.0,,,29712.0,24611.0,,,30391.0,46241.0,7027.0,28498.0,2232706.0,942133.0,2013289.0,14045.0,787754.0,58321.0,,2408828.0,621874.0,80027.0,1475574.0,3077467.0,19718993.0,9544903.0,1227972.0,15041060.0,2151987.0,4698767.0,85588.0,,3532046.0,2404184.0,1487666.0,2212572.0,624881.0,5455581.0,5286766.0,208612.0,513464.0,,18574.0,83572.0,1136270.0,11144780.0,491851.0,,2915.0,2983566.0,15029404.0,40101.0,27522897.0,25092277.0,,147078.0,2569616.0,37897.0,905.0,1357297.0,6348655.0,,,1283605123.0,2745943.0,1594073.0,679143.0
